,id,country,geolocation,level,adm1,location,disastertype,continent
68,1012,Canada,Squamish,3,British Columbia,Squamish,flood,North America
69,1012,Canada,Whistler,3,British Columbia,Whistler,flood,North America
70,1018,Canada,Kippens,3,Newfoundland And Labrador,Kippens,flood,North America
71,1018,Canada,Stephenville,3,Newfoundland And Labrador,Stephenville,flood,North America
72,1020,Canada,Baie Verte,3,Newfoundland And Labrador,Baie Verte,flood,North America
73,1020,Canada,"Division No.  8, Subd. O",3,Newfoundland And Labrador,Smith's Harbour,flood,North America
74,1020,Canada,Middle Arm,3,Newfoundland And Labrador,Middle Arm,flood,North America
75,1027,Canada,Belleville,3,Ontario,Belleville,flood,North America
76,1027,Canada,Tweed,3,Ontario,Tweed,flood,North America
77,1099,Chile,Chanaral,2,Atacama,Chanaral,earthquake,South America
78,1099,Chile,Diego De Almagro,3,Atacama,Diego de Almagro,earthquake,South America
79,1111,Chile,Nancagua,3,Libertador General Bernardo O'Higgins,Puquillay,flood,South America
80,1111,Chile,San Fernando,3,Libertador General Bernardo O'Higgins,Sierras de Bellavista,flood,South America
81,1111,Chile,Santa Cruz,3,Libertador General Bernardo O'Higgins,San Fernando-Pichilemu,flood,South America
82,1115,Chile,Camina,3,Tarapaca,Camina,earthquake,South America
83,1115,Chile,Iquique,3,Tarapaca,Alto Hospicio,earthquake,South America
84,1115,Chile,Pica,3,Tarapaca,Pica,earthquake,South America
85,1115,Chile,Pozo Almonte,3,Tarapaca,Pozo Almonte,earthquake,South America
86,1120,Chile,Maria Elena,3,Antofagasta,Maria Elena,earthquake,South America
87,1121,Chile,Coronel,3,Bio-Bio,Coronel,flood,South America
88,1121,Chile,Penco,3,Bio-Bio,San Vincente Lirquen,flood,South America
89,1122,Chile,Carahue,3,Araucania,Carahue,flood,South America
90,1122,Chile,Nueva Imperial,3,Araucania,Nueva Imperial,flood,South America
91,1122,Chile,Saavedra,3,Araucania,Puerto Saavedra,flood,South America
92,2013,Ecuador,La Merced,3,Pichincha,La Merced,earthquake,South America
93,2013,Ecuador,San Antonio,3,Pichincha,San Antonio,earthquake,South America
94,2015,Ecuador,Bahia De Caraquez,3,Manabi,Bahia de Caraquez,earthquake,South America
95,2015,Ecuador,Charapoto,3,Manabi,Charapoto,earthquake,South America
96,2091,Ethiopia,Ferfer,3,Somali,Ferfer,flood,Africa
97,2091,Ethiopia,Gode,3,Somali,Burukur,flood,Africa
98,2091,Ethiopia,Kelafo,3,Somali,Kelafo,flood,Africa
99,2091,Ethiopia,Mustahil,3,Somali,Mustahil,flood,Africa
100,2114,Ethiopia,Denan,3,Somali,Denan,flood,Africa
101,2114,Ethiopia,East Imi,3,Somali,East IMi,flood,Africa
102,2114,Ethiopia,Ferfer,3,Somali,Ferfer,flood,Africa
103,2114,Ethiopia,Gode,3,Somali,Gode,flood,Africa
104,2114,Ethiopia,Kelafo,3,Somali,Kelafo,flood,Africa
105,2114,Ethiopia,Mustahil,3,Somali,Mustahil,flood,Africa
106,2119,Ethiopia,East Imi,3,Somali,East Imi,flood,Africa
107,2119,Ethiopia,Kelafo,3,Somali,Kelafo,flood,Africa
108,2119,Ethiopia,Mustahil,3,Somali,Mustahil,flood,Africa
109,2221,France,Abbeville,3,Hauts-de-France,Abbeville,flood,Europe
110,2221,France,Amiens,3,Hauts-de-France,Amiens,flood,Europe
111,2259,France,Perpignan,3,Occitanie,Perpignan region,flood,Europe
112,2374,Greece,Agios Efstratios,3,Aegean,Agios Efstratios,earthquake,Europe
113,2374,Greece,Lemnos,3,Aegean,Limnos,earthquake,Europe
114,2390,Greece,Kasos,3,Aegean,Kasos Island,flood,Europe
115,2390,Greece,Rhodos,3,Aegean,Rhodes Island,flood,Europe
116,2391,Greece,Grevena,3,Epirus And Western Macedonia,Grevena-Kozani,earthquake,Europe
117,2391,Greece,Kozani,3,Epirus And Western Macedonia,Kozani,earthquake,Europe
118,2396,Greece,Elefsina,3,Attica,Elefsina,earthquake,Europe
119,2396,Greece,Peristeri,3,Attica,Peristeri,earthquake,Europe
120,2396,Greece,Petroupoli,3,Attica,Petroupoli,earthquake,Europe
121,2397,Greece,Ioannina,3,Epirus And Western Macedonia,Michalitsi,earthquake,Europe
122,2397,Greece,Preveza,3,Epirus And Western Macedonia,Mitikas,earthquake,Europe
123,2408,Greece,Marathon,3,Attica,Marathon,flood,Europe
124,2408,Greece,Oropos,3,Attica,Oropos,flood,Europe
125,2415,Greece,Astypalaia,3,Aegean,Astypalaia,storm,Europe
126,2415,Greece,Leros,3,Aegean,Leros,storm,Europe
127,2520,Haiti,Chantal,3,Sud,Chantal,flood,North America
128,2537,Haiti,Abricots,3,Grand'Anse,Abricots,flood,North America
129,2537,Haiti,Baie De Henne,3,Nord-Ouest,Baie de Henne,flood,North America
130,2537,Haiti,Beaumont,3,Grand'Anse,Beaumont,flood,North America
131,2537,Haiti,Bonbon,3,Grand'Anse,Bonbon,flood,North America
132,2537,Haiti,Chansolme,3,Nord-Ouest,Chansolme,flood,North America
133,2537,Haiti,Jean Rabel,3,Nord-Ouest,Jean-Rabel,flood,North America
134,2537,Haiti,Moron,3,Grand'Anse,Moron,flood,North America
135,2537,Haiti,Pestel,3,Grand'Anse,Pestel,flood,North America
136,2549,Haiti,Camp Perrin,3,Sud,Camp Perrin,flood,North America
137,2549,Haiti,Maniche,3,Sud,Maniche,flood,North America
138,2552,Haiti,Kenscoff,3,Ouest,Kenscoff,earthquake,North America
139,2561,Haiti,Camp Perrin,3,Sud,Camp-Perrin,flood,North America
140,2561,Haiti,Chantal,3,Sud,Chantal,flood,North America
141,2561,Haiti,Maniche,3,Sud,Maniche,flood,North America
142,2561,Haiti,Saint Jean Du Sud,3,Sud,Saint-Jean-du-Sud,flood,North America
143,2564,Haiti,La Chapelle,3,L'Artibonite,La Chapelle,storm,North America
144,2564,Haiti,Les Anglais,3,Sud,Les Anglais,storm,North America
145,2564,Haiti,Tiburon,3,Sud,Tiburon,storm,North America
146,2564,Haiti,Verettes,3,L'Artibonite,Verettes,storm,North America
147,3952,Madagascar,Antananarivo-Sud,3,Antananarivo,Antananarivo,storm,Africa
148,3953,Madagascar,Antalaha,3,Antsiranana,Antalaha,storm,Africa
149,3953,Madagascar,Miandrivazo,3,Toliary,Miandrivazo,storm,Africa
150,3953,Madagascar,Morondava,3,Toliary,Morondova,storm,Africa
151,3956,Madagascar,Ambatondrazaka,3,Toamasina,Ambatondrazaka,storm,Africa
152,3956,Madagascar,Fenoarivo-Atsinanana,3,Toamasina,Fenerive east,storm,Africa
153,3956,Madagascar,Moramanga,3,Toamasina,Moramanga,storm,Africa
154,3958,Madagascar,Mananjary,3,Fianarantsoa,Manajary,storm,Africa
155,3958,Madagascar,Nosy Varika,3,Fianarantsoa,Nosy-Varika,storm,Africa
156,3960,Madagascar,Ampanihy,3,Toliary,Ampanihy,storm,Africa
157,3960,Madagascar,Anosibe,3,Toamasina,Anosibe,storm,Africa
158,3960,Madagascar,Beroroha,3,Toliary,Ankazoabo,storm,Africa
159,3960,Madagascar,Miandrivazo,3,Toliary,Miandrivazo,storm,Africa
160,3960,Madagascar,Moramanga,3,Toamasina,Moramanga,storm,Africa
161,3960,Madagascar,Morondava,3,Toliary,Belo,storm,Africa
162,3960,Madagascar,Tsiroanomandidy,3,Antananarivo,Tsiroanomandity,storm,Africa
163,3960,Madagascar,Vatomandry,3,Toamasina,Vatomandry,storm,Africa
164,3961,Madagascar,Mananjary,3,Fianarantsoa,Mananjary,storm,Africa
165,3961,Madagascar,Nosy Varika,3,Fianarantsoa,Nosy Varika,storm,Africa
166,3961,Madagascar,Vatomandry,3,Toamasina,Vatomandry,storm,Africa
167,3964,Madagascar,Befotaka,3,Fianarantsoa,Befotaka,storm,Africa
168,3964,Madagascar,Farafangana,3,Fianarantsoa,Farangana,storm,Africa
169,3964,Madagascar,Vangaindrano,3,Fianarantsoa,Vangaidrano,storm,Africa
170,3964,Madagascar,Vondrozo,3,Fianarantsoa,Vondrozo,storm,Africa
171,3965,Madagascar,Andapa,3,Antsiranana,Andapa,storm,Africa
172,3965,Madagascar,Antalaha,3,Antsiranana,Antalaha,storm,Africa
173,3966,Madagascar,Ambatolampy,3,Antananarivo,Ambatolampy,storm,Africa
174,3966,Madagascar,Andapa,3,Antsiranana,Andapa,storm,Africa
175,3966,Madagascar,Antalaha,3,Antsiranana,Antalaha,storm,Africa
176,3966,Madagascar,Antananarivo-Nord,3,Antananarivo,Avaradrano,storm,Africa
177,3966,Madagascar,Antanifotsy,3,Antananarivo,Antanifotsy,storm,Africa
178,3966,Madagascar,Antsirabe Rural,3,Antananarivo,Antsirabell,storm,Africa
179,3966,Madagascar,Mahabo,3,Toliary,Mahabo,storm,Africa
180,3966,Madagascar,Mahanoro,3,Toamasina,Mahanoro,storm,Africa
181,3966,Madagascar,Manjakandriana,3,Antananarivo,Manjakandriana,storm,Africa
182,3966,Madagascar,Marolambo,3,Toamasina,Antanambao,storm,Africa
183,3966,Madagascar,Morondava,3,Toliary,Morondava,storm,Africa
184,3966,Madagascar,Vatomandry,3,Toamasina,Vatomandry,storm,Africa
185,3967,Madagascar,Andapa,3,Antsiranana,Andapa,storm,Africa
186,3967,Madagascar,Antalaha,3,Antsiranana,Antalaha,storm,Africa
187,3967,Madagascar,Bealanana,3,Mahajanga,Bealanana,storm,Africa
188,3970,Madagascar,Ambilobe,3,Antsiranana,Ambilobe,storm,Africa
189,3970,Madagascar,Fenoarivo Atsinanana,3,Toamasina,Fenerive East,storm,Africa
190,3970,Madagascar,Maroansetra,3,Toamasina,Maroantsetra,storm,Africa
191,3970,Madagascar,Nosibe,3,Antsiranana,Nosy Be,storm,Africa
192,3973,Madagascar,Vatomandry,3,Toamasina,Vatomandry,storm,Africa
193,3976,Madagascar,Ambanja,3,Antsiranana,Ambajana,storm,Africa
194,3976,Madagascar,Ambilobe,3,Antsiranana,Ambilobe,storm,Africa
195,3976,Madagascar,Andapa,3,Antsiranana,Andapa,storm,Africa
196,3976,Madagascar,Antalaha,3,Antsiranana,Antalaha,storm,Africa
197,3976,Madagascar,Bealanana,3,Mahajanga,Bealanana,storm,Africa
198,3982,Madagascar,Mananjary,3,Fianarantsoa,Mananjary,storm,Africa
199,3982,Madagascar,Nosy Varika,3,Fianarantsoa,Nosy-Varika,storm,Africa
200,3987,Madagascar,Ambatondrazaka,3,Toamasina,Ambatondrazaka,storm,Africa
201,3987,Madagascar,Ambohidratrimo,3,Antananarivo,Ambohidratrimo,storm,Africa
202,3987,Madagascar,Amparafaravola,3,Toamasina,Amparafaravola,storm,Africa
203,3987,Madagascar,Antananarivo-Nord,3,Antananarivo,Tana Avaradrano,storm,Africa
204,3987,Madagascar,Antananarivo-Sud,3,Antananarivo,Antanarivo,storm,Africa
205,3987,Madagascar,Bealanana,3,Mahajanga,Bealanana,storm,Africa
206,3987,Madagascar,Fenoarivo Atsinanana,3,Toamasina,Fenoarivo Atsinanana,storm,Africa
207,3987,Madagascar,Mahabo,3,Toliary,Mahabo,storm,Africa
208,3987,Madagascar,Mampikony,3,Mahajanga,Mampikony,storm,Africa
209,3987,Madagascar,Miandrivazo,3,Toliary,Mandrivazo,storm,Africa
210,3987,Madagascar,Moramanga,3,Toamasina,Moramanga,storm,Africa
211,3987,Madagascar,Nosy Varika,3,Fianarantsoa,Nosy Varika,storm,Africa
212,3987,Madagascar,Soanierana-Ivongo,3,Toamasina,Soanierana Ivago,storm,Africa
213,3989,Madagascar,Fenoarivo Atsinanana,3,Toamasina,Fenoarivo Atsinanana,storm,Africa
214,3989,Madagascar,Mampikony,3,Mahajanga,Mampikony,storm,Africa
215,3989,Madagascar,Mandritsara,3,Mahajanga,Mandritsara,storm,Africa
216,3989,Madagascar,Vavatenina,3,Toamasina,Vavatenina,storm,Africa
217,3991,Madagascar,Amparafaravola,3,Toamasina,Amparafaravola,storm,Africa
218,3991,Madagascar,Mananara,3,Toamasina,Mananara-North,storm,Africa
219,3991,Madagascar,Mananjary,3,Fianarantsoa,Mananjary,storm,Africa
220,3991,Madagascar,Maroansetra,3,Toamasina,Maroentsetra,storm,Africa
221,3991,Madagascar,Moramanga,3,Toamasina,Moramanga,storm,Africa
222,3991,Madagascar,Nosy Varika,3,Fianarantsoa,Nosy Varika,storm,Africa
223,3991,Madagascar,Soanierana Ivongo,3,Toamasina,Soanierana-Ivongo,storm,Africa
224,3991,Madagascar,Vohipeno,3,Fianarantsoa,Vohipeno,storm,Africa
225,3992,Madagascar,Farafangana,3,Fianarantsoa,Ambohigogo,storm,Africa
226,3992,Madagascar,Ifanadiana,3,Fianarantsoa,Ifaniana district,storm,Africa
227,3992,Madagascar,Ikongo,3,Fianarantsoa,Ikongo,storm,Africa
228,3992,Madagascar,Mananjary,3,Fianarantsoa,Mananjary,storm,Africa
229,3992,Madagascar,Nosy Varika,3,Fianarantsoa,Nosy Varika district,storm,Africa
230,3992,Madagascar,Nosy-Varika,3,Fianarantsoa,Nosy Varija,storm,Africa
231,3992,Madagascar,Vangaindrano,3,Fianarantsoa,Vangaiondrano district,storm,Africa
232,3992,Madagascar,Vohipeno,3,Fianarantsoa,Vohipeno,storm,Africa
233,3993,Madagascar,Antalaha,3,Antsiranana,Antalaha,storm,Africa
234,3993,Madagascar,Befotaka,3,Fianarantsoa,Befotaka,storm,Africa
235,3993,Madagascar,Bekily,3,Toliary,Bekily,storm,Africa
236,3993,Madagascar,Farafangana,3,Fianarantsoa,Farafangana,storm,Africa
237,3993,Madagascar,Fenoarivo-Atsinanana,3,Toamasina,Fenoarivo,storm,Africa
238,3993,Madagascar,Iakora,3,Fianarantsoa,Iakora,storm,Africa
239,3993,Madagascar,Mampikony,3,Mahajanga,Mampikony,storm,Africa
240,3993,Madagascar,Mananara,3,Toamasina,Mananara,storm,Africa
241,3993,Madagascar,Mananjary,3,Fianarantsoa,Mananjary,storm,Africa
242,3993,Madagascar,Mandritsara,3,Mahajanga,Mandritsara,storm,Africa
243,3993,Madagascar,Manja,3,Toliary,Manja,storm,Africa
244,3993,Madagascar,Maroansetra,3,Toamasina,Maroantsetra,storm,Africa
245,3993,Madagascar,Miandrivazo,3,Toliary,Miandrivazo,storm,Africa
246,3993,Madagascar,Morafanobe,3,Mahajanga,Morafenobe,storm,Africa
247,3993,Madagascar,Soalala,3,Mahajanga,Soalala,storm,Africa
248,3993,Madagascar,Soanierana Ivongo,3,Toamasina,Soanierana Ivongo,storm,Africa
249,3993,Madagascar,Vangaindrano,3,Fianarantsoa,Vangaindrano,storm,Africa
250,3993,Madagascar,Vavatenina,3,Toamasina,Vavatenina,storm,Africa
251,3993,Madagascar,Vohipeno,3,Fianarantsoa,Vohipeno,storm,Africa
252,3993,Madagascar,Vondrozo,3,Fianarantsoa,Vondrozo,storm,Africa
253,3995,Madagascar,Vatomandry,3,Toamasina,Vatomandry,storm,Africa
254,3998,Madagascar,Sakaraha,3,Toliary,Sakaraha,storm,Africa
255,4000,Madagascar,Ambalavao,3,Fianarantsoa,Ambalavao,storm,Africa
256,4000,Madagascar,Ambohidratrimo,3,Antananarivo,Ambohidratimo,storm,Africa
257,4000,Madagascar,Ambohimahasoa,3,Fianarantsoa,Ambohimahasoa,storm,Africa
258,4000,Madagascar,Ankazobe,3,Antananarivo,Ankazobe,storm,Africa
259,4000,Madagascar,Antananarivo-Sud,3,Antananarivo,Antananarivo Avaradrano,storm,Africa
260,4000,Madagascar,Besalampy,3,Mahajanga,Besalampy district,storm,Africa
261,4000,Madagascar,Farafangana,3,Fianarantsoa,Faraganga,storm,Africa
262,4000,Madagascar,Ikongo,3,Fianarantsoa,Ikongo,storm,Africa
263,4000,Madagascar,Mahabo,3,Toliary,Mahabo,storm,Africa
264,4000,Madagascar,Mampikony,3,Mahajanga,Mampikony district,storm,Africa
265,4000,Madagascar,Mananjary,3,Fianarantsoa,Mananjary,storm,Africa
266,4000,Madagascar,Miandrivazo,3,Toliary,Miandrivazo,storm,Africa
267,4000,Madagascar,Morondava,3,Toliary,Morondova,storm,Africa
268,4000,Madagascar,Nosy Varika,3,Fianarantsoa,Nosy Varika,storm,Africa
269,4000,Madagascar,Soavinandriana,3,Antananarivo,Soavindriana,storm,Africa
270,4000,Madagascar,Tsiroanomandidy,3,Antananarivo,Tsiroanimandidy district,storm,Africa
271,4000,Madagascar,Vangaindrano,3,Fianarantsoa,Vangaindrano,storm,Africa
272,4000,Madagascar,Vohipeno,3,Fianarantsoa,Vohipeno,storm,Africa
273,4000,Madagascar,Vondrozo,3,Fianarantsoa,Vondrozo,storm,Africa
274,4366,Mozambique,Mafambisse,3,Sofala,Mafambisse,flood,Africa
275,4379,Mozambique,Dombe,3,Manica,Dombe,flood,Africa
276,4379,Mozambique,Inhangoma,3,Tete,Inhangoma,flood,Africa
277,4379,Mozambique,Nhamayabue,3,Tete,Nhamayabue,flood,Africa
278,4407,Myanmar,Mahlaing,3,Mandalay,Mahlaing,flood,Asia
279,4416,Myanmar,Dedaye,3,Ayeyarwady,Dedaye,storm,Asia
280,4416,Myanmar,Kyaiklat,3,Ayeyarwady,Kyaiklat,storm,Asia
281,4417,Myanmar,Pauk,3,Magway,Pauk,storm,Asia
282,4417,Myanmar,Pauktaw,3,Rakhine,Pauktaw,storm,Asia
283,4419,Myanmar,Pauk,3,Magway,Pauk,flood,Asia
284,4419,Myanmar,Yesagyo,3,Magway,Yesagyo,flood,Asia
285,4421,Myanmar,Mogok,3,Mandalay,Mogok,earthquake,Asia
286,4421,Myanmar,Singu,3,Mandalay,Singu,earthquake,Asia
287,4421,Myanmar,Thabeikkyin,3,Mandalay,Thabeikkyin,earthquake,Asia
288,4445,Nepal,Morang,3,East,Morang,flood,Asia
289,4445,Nepal,Sunsari,3,East,Sunsari,flood,Asia
290,4448,Nepal,Dhankuta,3,East,Dhankuta,earthquake,Asia
291,4448,Nepal,Ilam,3,East,Ilam,earthquake,Asia
292,4448,Nepal,Morang,3,East,Morang,earthquake,Asia
293,4448,Nepal,Panchthar,3,East,Panchthar,earthquake,Asia
294,4448,Nepal,Terhathum,3,East,Terathum,earthquake,Asia
295,4450,Nepal,Chitawan,3,Central,Chitawan,flood,Asia
296,4450,Nepal,Makwanpur,3,Central,Markwanpur,flood,Asia
297,4450,Nepal,Panchthar,3,East,Pantchthar,flood,Asia
298,4450,Nepal,Rautahat,3,Central,Rautahat,flood,Asia
299,4450,Nepal,Sarlahi,3,Central,Sharlahi,flood,Asia
300,4450,Nepal,Sindhuli,3,Central,Sindhuli,flood,Asia
301,4450,Nepal,Taplejung,3,East,Taplejung,flood,Asia
302,4452,Nepal,Khotang,3,East,Khotang,flood,Asia
303,4452,Nepal,Okhaldhunga,3,East,Okhaldhunga,flood,Asia
304,4452,Nepal,Solukhumbu,3,East,Solukhumbu,flood,Asia
305,4454,Nepal,Baitadi,3,Far-Western,Baitadi,flood,Asia
306,4454,Nepal,Darchula,3,Far-Western,Darchula,flood,Asia
307,4454,Nepal,Dhading,3,Central,Dhading,flood,Asia
308,4454,Nepal,Gulmi,3,West,Gulmi,flood,Asia
309,4454,Nepal,Kapilbastu,3,West,Kapalvastu,flood,Asia
310,4454,Nepal,Makwanpur,3,Central,Makawanpur,flood,Asia
311,4454,Nepal,Rasuwa,3,Central,Rasuwa,flood,Asia
312,4454,Nepal,Rautahat,3,Central,Rautahar,flood,Asia
313,4454,Nepal,Rupandehi,3,West,Rupandehi,flood,Asia
314,4456,Nepal,Baitadi,3,Far-Western,Baitadi,flood,Asia
315,4456,Nepal,Bara,3,Central,Bara,flood,Asia
316,4456,Nepal,Darchula,3,Far-Western,Darchula,flood,Asia
317,4456,Nepal,Dhading,3,Central,Dhading,flood,Asia
318,4456,Nepal,Gulmi,3,West,Gulmi,flood,Asia
319,4456,Nepal,Ilam,3,East,Ilam,flood,Asia
320,4456,Nepal,Jhapa,3,East,Jhapa,flood,Asia
321,4456,Nepal,Mahottari,3,Central,Mahottari,flood,Asia
322,4456,Nepal,Makwanpur,3,Central,Makwanpur,flood,Asia
323,4456,Nepal,Palpa,3,West,Palpa,flood,Asia
324,4456,Nepal,Panchthar,3,East,Panchthar,flood,Asia
325,4456,Nepal,Parsa,3,Central,Parsa,flood,Asia
326,4456,Nepal,Rasuwa,3,Central,Rasuwa,flood,Asia
327,4456,Nepal,Rautahat,3,Central,Rautahat,flood,Asia
328,4456,Nepal,Rupandehi,3,West,Rupandehi,flood,Asia
329,4456,Nepal,Sarlahi,3,Central,Sarlahi,flood,Asia
330,4456,Nepal,Taplejung,3,East,Taplejung,flood,Asia
331,4458,Nepal,Baglung,3,West,Baglung,flood,Asia
332,4458,Nepal,Baitadi,3,Far-Western,Baitadi,flood,Asia
333,4458,Nepal,Bajura,3,Far-Western,Bajura,flood,Asia
334,4458,Nepal,Banke,3,Mid-Western,Banke,flood,Asia
335,4458,Nepal,Bara,3,Central,Bara,flood,Asia
336,4458,Nepal,Bhojpur,3,East,Bhojpur,flood,Asia
337,4458,Nepal,Dang,3,Mid-Western,Dang,flood,Asia
338,4458,Nepal,Dhading,3,Central,Dhading,flood,Asia
339,4458,Nepal,Dhanusa,3,Central,Dhanusha,flood,Asia
340,4458,Nepal,Dolakha,3,Central,Dolakha,flood,Asia
341,4458,Nepal,Gorkha,3,West,Gorkha,flood,Asia
342,4458,Nepal,Gulmi,3,West,Gulmi,flood,Asia
343,4458,Nepal,Ilam,3,East,Ilam,flood,Asia
344,4458,Nepal,Jajarkot,3,Mid-Western,Jajarkot,flood,Asia
345,4458,Nepal,Jhapa,3,East,Jhapa,flood,Asia
